_id,AnimalID,AnimalName,AnimalType,PrimaryColor,SecondaryColor,PrimaryBreed,Sex,DOB,Age,IntakeDate,IntakeCondition,IntakeType,IntakeSubtype,IntakeReason,OutcomeDate,OutcomeType,OutcomeSubtype,OutcomeCondition,Crossing,Jurisdiction,LastUpdate
3968,A1312255,PEPPER,CAT,TABBY-GRAY,WHITE,DOMESTIC MH,NEUTERED,6/29/23,1 YEAR,8/14/23,MED M,STRAY,OTC,,9/24/23,ADOPTION,WALK IN,HEALTHY,600 BLOCK S MILPITAS BLVD X YOSEMITE,MILPITAS,9/24/23
3969,A1312256,SPATULA,CAT,TABBY-BRN,WHITE,DOMESTIC SH,NEUTERED,6/29/23,1 YEAR,8/14/23,MED M,STRAY,OTC,,9/16/23,ADOPTION,WALK IN,,600 BLOCK S MILPITAS BLVD X YOSEMITE,MILPITAS,9/16/23
3970,A1312257,STRINGER,CAT,TABBY-BRN,WHITE,DOMESTIC MH,NEUTERED,6/29/23,1 YEAR,8/14/23,MED M,STRAY,OTC,,9/24/23,ADOPTION,WALK IN,HEALTHY,600 BLOCK S MILPITAS BLVD X YOSEMITE,MILPITAS,9/24/23
3971,A1312258,LUNA,DOG,BLACK,,CHIHUAHUA SH,SPAYED,8/14/13,10 YEARS,8/14/23,MED M,STRAY,OTC,,8/14/23,RTO,WEBSITE,,700 BLOCK TARRYTOWN CT X NEW COMPTOM DR,SAN JOSE,8/14/23
3972,A1312259,CANELO,DOG,TAN,,CHIHUAHUA SH,NEUTERED,8/14/13,10 YEARS,8/14/23,MED M,STRAY,OTC,,8/14/23,RTO,WEBSITE,,700 BLOCK TARRYTOWN CT X NEW COMPTOM DR,SAN JOSE,8/14/23
3973,A1312260,CHER,CAT,TABBY-GRAY,WHITE,DOMESTIC SH,SPAYED,8/14/20,3 YEARS,8/14/23,MED M,STRAY,OTC,,9/3/23,RESCUE,KARMA CAT,MED M,3900 BLOCK THE WOODS DR X SNELL AVE,SAN JOSE,9/3/23
3974,A1312261,,OTHER,BROWN,,SQUIRREL,UNKNOWN,,NO AGE,8/14/23,MED R,WILDLIFE,FIELD,,8/14/23,TRANSFER,WILDLIFE,MED R,4300 BLK THE WOODS DR,SAN JOSE,8/14/23
3975,A1312266,MR. LOVEMUFFINS,CAT,PT-LYNX,,DOMESTIC SH,NEUTERED,8/14/13,10 YEARS,8/14/23,MED R,STRAY,OTC,IP ADOPT,9/12/23,ADOPTION,WALK IN,HEALTHY,CHELTENHAM WAY/WINSTED CT,SAN JOSE,10/2/23
3976,A1312267,,OTHER,WHITE,,OPOSSUM,UNKNOWN,,NO AGE,8/14/23,DEAD,DISPO REQ,FIELD,,8/14/23,DISPOSAL,,DEAD,COX AVE/ MILLER AVE,SARATOGA,8/14/23
3977,A1312269,PUKI,DOG,WHITE,,CHIHUAHUA SH,MALE,1/14/23,1 YEAR 5 MONTHS,8/14/23,MED M,STRAY,OTC,,8/14/23,RTO,NEXT DOOR,,200 BLOCK LA PALA DR X MCKEE RD,SAN JOSE,8/14/23
3978,A1312271,,CAT,TABBY-BRN,,DOMESTIC SH,UNKNOWN,,NO AGE,8/14/23,DEAD,DISPO REQ,OTC,,8/14/23,DISPOSAL,,DEAD,,SAN JOSE,8/14/23
3979,A1312272,MOMO,CAT,WHITE,,DOMESTIC SH,SPAYED,6/29/23,1 YEAR,8/14/23,MED M,STRAY,OTC,,8/15/23,FOSTER,,HEALTHY,PAYNE AVE,SAN JOSE,8/15/23
3980,A1312272,MOMO,CAT,WHITE,,DOMESTIC SH,SPAYED,6/29/23,1 YEAR,9/19/23,HEALTHY,STRAY,,IP ADOPT,9/19/23,ADOPTION,WALK IN,HEALTHY,,SAN JOSE,9/19/23
3981,A1312272,MOMO,CAT,WHITE,,DOMESTIC SH,SPAYED,6/29/23,1 YEAR,10/26/23,HEALTHY,OWNER SUR,OTC,,10/29/23,TRANSFER,EBSPCA,HEALTHY,,SAN JOSE,10/29/23
3982,A1312273,GOHAN,CAT,WHITE,,DOMESTIC SH,NEUTERED,6/29/23,1 YEAR,10/26/23,HEALTHY,OWNER SUR,OTC,,10/29/23,TRANSFER,EBSPCA,HEALTHY,,SAN JOSE,10/29/23
3983,A1312273,GOHAN,CAT,WHITE,,DOMESTIC SH,NEUTERED,6/29/23,1 YEAR,9/19/23,HEALTHY,STRAY,,,9/19/23,ADOPTION,WALK IN,HEALTHY,=,SAN JOSE,9/19/23
3984,A1312273,GOHAN,CAT,WHITE,,DOMESTIC SH,NEUTERED,6/29/23,1 YEAR,8/14/23,MED M,STRAY,OTC,,8/15/23,FOSTER,,HEALTHY,PAYNE AVE,SAN JOSE,8/29/23
3985,A1312274,FRED,CAT,TABBY-BRN,,DOMESTIC SH,NEUTERED,7/23/23,11 MONTHS,8/14/23,NURSING,STRAY,OTC,,8/21/23,FOSTER,,NURSING,BURGUNDY DR X CHAMPANGNE LN,SAN JOSE,8/21/23
3986,A1312274,FRED,CAT,TABBY-BRN,,DOMESTIC SH,NEUTERED,7/23/23,11 MONTHS,8/14/23,NURSING,STRAY,OTC,,9/2/23,FOSTER,,MED R,BURGUNDY DR X CHAMPANGNE LN,SAN JOSE,9/2/23
3987,A1312274,FRED,CAT,TABBY-BRN,,DOMESTIC SH,NEUTERED,7/23/23,11 MONTHS,10/13/23,MED R,FOSTER,,,11/2/23,ADOPTION,WALK IN,HEALTHY,,SAN JOSE,11/2/23
3988,A1312275,SNAPE,CAT,BLACK,WHITE,DOMESTIC SH,NEUTERED,7/23/23,11 MONTHS,10/13/23,MED R,FOSTER,,,11/4/23,ADOPTION,,MED R,,SAN JOSE,11/4/23
3989,A1312275,SNAPE,CAT,BLACK,WHITE,DOMESTIC SH,NEUTERED,7/23/23,11 MONTHS,8/25/23,NURSING,FOSTER,,,9/2/23,FOSTER,,MED R,BURGUNDY DR X CHAMPANGNE LN,SAN JOSE,9/2/23
3990,A1312275,SNAPE,CAT,BLACK,WHITE,DOMESTIC SH,NEUTERED,7/23/23,11 MONTHS,8/14/23,NURSING,STRAY,OTC,,8/21/23,FOSTER,,NURSING,BURGUNDY DR X CHAMPANGNE LN,SAN JOSE,8/21/23
3991,A1312276,KATSU,CAT,TABBY-BRN,,DOMESTIC SH,NEUTERED,7/14/23,11 MONTHS,8/14/23,NURSING,STRAY,OTC,,8/21/23,FOSTER,,NURSING,BURGUNDY DR X CHAMPANGNE LN,SAN JOSE,8/21/23
3992,A1312276,KATSU,CAT,TABBY-BRN,,DOMESTIC SH,NEUTERED,7/14/23,11 MONTHS,8/25/23,NURSING,FOSTER,,,8/29/23,FOSTER,,NURSING,BURGUNDY DR X CHAMPANGNE LN,SAN JOSE,8/29/23
3993,A1312276,KATSU,CAT,TABBY-BRN,,DOMESTIC SH,NEUTERED,7/14/23,11 MONTHS,9/28/23,HEALTHY,FOSTER,,,9/28/23,FOSTER,,HEALTHY,,SAN JOSE,10/29/23
3994,A1312276,KATSU,CAT,TABBY-BRN,,DOMESTIC SH,NEUTERED,7/14/23,11 MONTHS,11/27/23,HEALTHY,FOSTER,,,12/2/23,ADOPTION,,HEALTHY,,SAN JOSE,12/2/23
3995,A1312277,LILY,CAT,BLACK,,DOMESTIC SH,SPAYED,7/14/23,11 MONTHS,10/13/23,MED R,FOSTER,,,10/25/23,ADOPTION,WALK IN,HEALTHY,,SAN JOSE,10/25/23
3996,A1312277,LILY,CAT,BLACK,,DOMESTIC SH,SPAYED,7/14/23,11 MONTHS,8/25/23,NURSING,FOSTER,,,9/2/23,FOSTER,,MED R,BURGUNDY DR X CHAMPANGNE LN,SAN JOSE,9/2/23
3997,A1312277,LILY,CAT,BLACK,,DOMESTIC SH,SPAYED,7/14/23,11 MONTHS,8/14/23,NURSING,STRAY,OTC,,8/21/23,FOSTER,,NURSING,BURGUNDY DR X CHAMPANGNE LN,SAN JOSE,8/21/23
3998,A1312278,HAGRID,CAT,TABBY-BRN,WHITE,DOMESTIC SH,NEUTERED,7/14/23,11 MONTHS,8/14/23,NURSING,STRAY,OTC,,8/21/23,FOSTER,,NURSING,BURGUNDY DR X CHAMPANGNE LN,SAN JOSE,8/21/23
3999,A1312278,HAGRID,CAT,TABBY-BRN,WHITE,DOMESTIC SH,NEUTERED,7/14/23,11 MONTHS,8/25/23,NURSING,FOSTER,,,9/2/23,FOSTER,,MED R,BURGUNDY DR X CHAMPANGNE LN,SAN JOSE,9/2/23
4000,A1312278,HAGRID,CAT,TABBY-BRN,WHITE,DOMESTIC SH,NEUTERED,7/14/23,11 MONTHS,10/13/23,MED R,FOSTER,,,10/25/23,ADOPTION,WALK IN,,,SAN JOSE,10/25/23
4001,A1312280,,CAT,TABBY-GRAY,WHITE,DOMESTIC SH,NEUTERED,,NO AGE,8/14/23,HEALTHY,STRAY,OTC,,8/19/23,RTF,,FERAL,LOYOLA DR/CATHAY DR,SAN JOSE,8/19/23
4002,A1312281,ZORRO,DOG,BLACK,WHITE,ALASKAN HUSKY,NEUTERED,8/19/20,3 YEARS,8/14/23,HEALTHY,STRAY,OTC,,1/3/24,ADOPTION,,HEALTHY,VIA MONTE DRIVE / ALMADEN EXPRESSWAY,SAN JOSE,1/3/24
4003,A1312283,MARIA,OTHER,TRICOLOR,,GUINEA PIG,FEMALE,,NO AGE,8/14/23,HEALTHY,STRAY,OTC,,9/9/23,FOSTER,,HEALTHY,3100 BLOCK CALAVERAS RD,MILPITAS,9/9/23
4004,A1312286,,CAT,GRAY,WHITE,DOMESTIC SH,NEUTERED,8/14/21,2 YEARS,8/14/23,HEALTHY,STRAY,OTC,,9/8/23,RTF,,FERAL,CAPE TOWN PL / CAP HORN STREET,SAN JOSE,9/8/23
4005,A1312289,,CAT,TABBY-BRN,WHITE,DOMESTIC SH,UNKNOWN,,NO AGE,8/14/23,NURSING,STRAY,FIELD,,8/15/23,DIED,IN KENNEL,NURSING,PARKMOORE X LINCOLN,SAN JOSE,9/28/23
4006,A1312293,STALLONE,CAT,TABBY-GRAY,,DOMESTIC SH,NEUTERED,5/15/23,1 YEAR 1 MONTH,8/14/23,MED R,STRAY,OTC,,9/3/23,ADOPTION,WALK IN,HEALTHY,MONTEREY RD/CURTNER AVE,SAN JOSE,9/3/23
4007,A1312295,CHARLIE,DOG,TAN,,CHIHUAHUA SH,MALE,,NO AGE,8/12/23,HEALTHY,STRAY,OTC,,8/18/23,TRANSFER,HSSV,HEALTHY,E CALAVERAS BLVD/HILLVIEW CT,MILPITAS,8/20/23
4008,A1312296,PEANUT,DOG,BLACK,TAN,MIN PINSCHER,MALE,,NO AGE,8/12/23,HEALTHY,STRAY,OTC,,8/20/23,TRANSFER,HSSV,HEALTHY,E CALAVERAS BLVD/HILLVIEW CT,MILPITAS,8/20/23
4009,A1312297,,CAT,TORTIE-B\O,,DOMESTIC SH,UNKNOWN,,NO AGE,8/14/23,MED M,STRAY,FIELD,,8/14/23,EUTH,U MED SEV,MED SEV,POSTWOOD X AMBERWOOD,SAN JOSE,8/16/23
4010,A1312298,,CAT,TABBY-BRN,,DOMESTIC MH,UNKNOWN,,NO AGE,8/14/23,MED EMERG,STRAY,FIELD,,8/14/23,EUTH,U MED SEV,MED SEV,AZURIAS X SUNOL,SAN JOSE,8/16/23
4011,A1312302,MOLLY,DOG,WHITE,,PIT BULL,FEMALE,8/15/13,10 YEARS,8/15/23,DEAD,DISPO REQ,OTC OWNED,,8/15/23,DISPOSAL,,DEAD,,,8/15/23
4012,A1312303,,CAT,TABBY-ORG,,DOMESTIC MH,NEUTERED,8/15/19,4 YEARS,8/15/23,MED SEV,STRAY,OTC,,8/16/23,DIED,IN KENNEL,MED SEV,400 BLOCK TERRACE DR X WASHINGTON ST,SAN JOSE,8/16/23
4013,A1312304,,BIRD,GRAY,WHITE,PARAKEET,UNKNOWN,,NO AGE,8/15/23,DEAD,DISPO REQ,OTC,,8/15/23,DISPOSAL,,DEAD,,SAN JOSE,8/15/23
4014,A1312308,,CAT,TABBY-BRN,,DOMESTIC SH,UNKNOWN,8/8/23,7 WEEKS,8/13/23,NURSING,STRAY,OTC,,8/15/23,DIED,IN KENNEL,NURSING,,SAN JOSE,9/28/23
4015,A1312312,,CAT,TABBY-GRAY,,DOMESTIC SH,UNKNOWN,8/8/23,7 WEEKS,8/13/23,NURSING,STRAY,OTC,,8/15/23,DIED,IN KENNEL,NURSING,,SAN JOSE,9/28/23
4016,A1312316,,CAT,GRAY,,DOMESTIC MH,UNKNOWN,,NO AGE,8/15/23,DEAD,DISPO REQ,OTC,,8/15/23,DISPOSAL,,DEAD,WAYLAND AVE X CHERRY AVE,SAN JOSE,8/15/23
4017,A1312317,,DOG,TAN,,MALTESE,SPAYED,2/15/23,1 YEAR 4 MONTHS,8/15/23,MED R,STRAY,OTC,,8/25/23,ADOPTION,WALK IN,MED R,100 BLOCK S 19TH ST X E SAN ANTONIO ST,SAN JOSE,8/25/23
4018,A1312318,PERSEPHONE,CAT,TABBY-GRAY,,DOMESTIC SH,SPAYED,8/15/21,2 YEARS,8/15/23,MED R,STRAY,OTC,,8/20/23,ADOPTION,WALK IN,HEALTHY,CURTNER AVENUE / ALMADEN  ROAD,SAN JOSE,8/20/23
4019,A1312319,,BIRD,BLACK,,CROW,UNKNOWN,,NO AGE,8/15/23,MED M,WILDLIFE,FIELD,,8/15/23,TRANSFER,WILDLIFE,MED M,DORCICH CT / SARATOGA,SARATOGA,8/15/23
4020,A1312321,AUBREY,DOG,TAN,,LABRADOR RETR,FEMALE,8/15/19,4 YEARS,8/15/23,HEALTHY,STRAY,OTC,,8/18/23,RTO,WALK IN,HEALTHY,S WINCHESTER BLVD X WILLIAMS,SAN JOSE,8/21/23
4021,A1312326,SNICKERS,CAT,BLACK,,DOMESTIC SH,SPAYED,6/15/23,1 YEAR,8/15/23,MED M,STRAY,OTC,,9/28/23,ADOPTION,WALK IN,,HERMATIGE AVE,SAN JOSE,9/28/23
4022,A1312329,,BIRD,GRAY,,DOVE,UNKNOWN,,NO AGE,8/15/23,MED M,WILDLIFE,FIELD,,8/15/23,TRANSFER,WILDLIFE,MED M,ELM WOOD / POLLARD,LOS GATOS,8/15/23
4023,A1312331,GUCCI,DOG,GRAY,WHITE,YORKSHIRE TERR,NEUTERED,,NO AGE,8/15/23,HEALTHY,STRAY,OTC,,8/15/23,RTO,MICROCHIP,HEALTHY,SHADOWGRAPH DRIVE / NO CROSS GIVEN,SAN JOSE,8/15/23
4024,A1312332,AARON,DOG,BLACK,BROWN,POMERANIAN,NEUTERED,8/15/21,2 YEARS,8/15/23,HEALTHY,STRAY,OTC,,8/24/23,ADOPTION,WALK IN,HEALTHY,CHERRY AVE X CURTNER AVE,SAN JOSE,8/24/23
4025,A1312333,,CAT,TABBY-BRN,,DOMESTIC SH,FEMALE,4/15/23,4 MONTHS,8/15/23,MED R,STRAY,FIELD,,8/16/23,EUTH,U MED SEV,MED SEV,SARASOTA WAY,SAN JOSE,8/16/23
4026,A1312335,,BIRD,BLUE,BLACK,LOVEBIRD,UNKNOWN,,NO AGE,8/15/23,MED R,STRAY,OTC,,8/18/23,RESCUE,MICABOO,MED R,CULPEPPER DR,SAN JOSE,8/18/23
4027,A1312339,CHULO,CAT,GRAY,WHITE,DOMESTIC SH,NEUTERED,6/27/23,1 YEAR,8/15/23,MED R,STRAY,OTC,,9/24/23,ADOPTION,WALK IN,HEALTHY,MONTEREY ROAD / TULLY ROAD,SAN JOSE,9/24/23
4028,A1312341,TIKKA MASALA,CAT,TABBY-ORG,,DOMESTIC SH,NEUTERED,6/27/23,1 YEAR,8/15/23,MED R,STRAY,OTC,,9/30/23,ADOPTION,WALK IN,HEALTHY,MONTEREY ROAD / TULLY ROAD,SAN JOSE,9/30/23
4029,A1312342,,CAT,TABBY-BRN,,DOMESTIC SH,NEUTERED,6/27/23,1 YEAR,8/15/23,MED R,STRAY,OTC,,9/21/23,ADOPTION,WALK IN,HEALTHY,MONTEREY ROAD / TULLY ROAD,SAN JOSE,9/21/23
4030,A1312343,,OTHER,BROWN,,BAT,UNKNOWN,,NO AGE,8/15/23,HEALTHY,WILDLIFE,FIELD,,8/15/23,EUTH,,MED SEV,LYNDON / MAIN ST,LOS GATOS,8/15/23
4031,A1312344,VICTORIA SPONGE,CAT,TABBY-ORG,,DOMESTIC SH,SPAYED,7/15/23,11 MONTHS,8/15/23,MED SEV,STRAY,OTC,,8/21/23,FOSTER,,MED SEV,1500 BLOCK ORLANDO DR X BISCAYNE WAY,SAN JOSE,9/14/23
4032,A1312344,VICTORIA SPONGE,CAT,TABBY-ORG,,DOMESTIC SH,SPAYED,7/15/23,11 MONTHS,8/29/23,MED SEV,FOSTER,,,10/2/23,ADOPTION,WALK IN,HEALTHY,1500 BLOCK ORLANDO DR X BISCAYNE WAY,SAN JOSE,10/2/23
4033,A1312345,PROFITEROLE,CAT,TABBY-ORG,,DOMESTIC SH,SPAYED,7/15/23,11 MONTHS,8/29/23,MED SEV,FOSTER,,,10/8/23,ADOPTION,WALK IN,HEALTHY,1500 BLOCK ORLANDO DR X BISCAYNE WAY,SAN JOSE,10/8/23
4034,A1312345,PROFITEROLE,CAT,TABBY-ORG,,DOMESTIC SH,SPAYED,7/15/23,11 MONTHS,8/15/23,MED SEV,STRAY,OTC,,8/21/23,FOSTER,,HEALTHY,1500 BLOCK ORLANDO DR X BISCAYNE WAY,SAN JOSE,8/29/23
4035,A1312346,STICKY TOFFEE PUDDING,CAT,TABBY-ORG,,DOMESTIC SH,NEUTERED,7/15/23,11 MONTHS,8/15/23,MED SEV,STRAY,OTC,,8/21/23,FOSTER,,HEALTHY,1500 BLOCK ORLANDO DR X BISCAYNE WAY,SAN JOSE,8/29/23
4036,A1312346,STICKY TOFFEE PUDDING,CAT,TABBY-ORG,,DOMESTIC SH,NEUTERED,7/15/23,11 MONTHS,8/29/23,MED SEV,FOSTER,,,10/11/23,ADOPTION,WALK IN,,1500 BLOCK ORLANDO DR X BISCAYNE WAY,SAN JOSE,11/6/23
4037,A1312347,DEE,CAT,BLACK,,DOMESTIC SH,NEUTERED,6/27/23,1 YEAR,8/15/23,MED R,STRAY,OTC,,9/24/23,ADOPTION,WALK IN,HEALTHY,MONTEREY ROAD / TULLY ROAD,SAN JOSE,9/24/23
4038,A1312348,,CAT,TABBY-BRN,,DOMESTIC SH,MALE,6/27/23,10 WEEKS,8/15/23,MED R,STRAY,OTC,,8/17/23,DIED,U PANLEUK,MED SEV,MONTEREY ROAD / TULLY ROAD,SAN JOSE,9/7/23
4039,A1312349,,CAT,TABBY-BRN,WHITE,DOMESTIC SH,FEMALE,6/27/23,14 WEEKS,8/15/23,NURSING,STRAY,OTC,,8/19/23,DIED,U PANLEUK,MED SEV,MONTEREY ROAD / TULLY ROAD,SAN JOSE,10/5/23
4040,A1312350,DUNDEE,CAT,TABBY-ORG,WHITE,DOMESTIC SH,NEUTERED,6/27/23,1 YEAR,8/15/23,MED R,STRAY,OTC,,9/30/23,ADOPTION,WALK IN,HEALTHY,MONTEREY ROAD / TULLY ROAD,SAN JOSE,9/30/23
4041,A1312352,,OTHER,BROWN,,RABBIT SH,UNKNOWN,,NO AGE,8/15/23,MED M,WILDLIFE,FIELD,,8/15/23,TRANSFER,WILDLIFE,MED M,KAVIN / DAVES,LOS GATOS,8/15/23
4042,A1312353,,CAT,BLACK,,DOMESTIC SH,MALE,6/27/23,1 YEAR,8/15/23,MED R,STRAY,OTC,,8/22/23,TRANSFER,HSSV,MED R,PINE HALLOW CIR/ EDUCATIONAL PARK DR,SAN JOSE,8/22/23
4043,A1312354,,CAT,TORTIE-B\O,,DOMESTIC SH,FEMALE,6/27/23,1 YEAR,8/15/23,MED R,STRAY,OTC,,8/22/23,TRANSFER,HSSV,MED R,PINE HALLOW CIR/ EDUCATIONAL PARK DR,SAN JOSE,8/22/23
4044,A1312355,,CAT,CALICO-TRI,,DOMESTIC SH,FEMALE,6/27/23,1 YEAR,8/15/23,MED R,STRAY,OTC,,8/22/23,TRANSFER,HSSV,MED R,PINE HALLOW CIR/ EDUCATIONAL PARK DR,SAN JOSE,8/22/23
4045,A1312356,,CAT,CALICO-TRI,,DOMESTIC SH,FEMALE,6/27/23,1 YEAR,8/15/23,MED R,STRAY,OTC,,8/22/23,TRANSFER,HSSV,MED R,PINE HALLOW CIR/ EDUCATIONAL PARK DR,SAN JOSE,8/22/23
4046,A1312357,ROUX,CAT,TABBY-BRN,,DOMESTIC SH,NEUTERED,8/19/20,3 YEARS,8/15/23,MED R,STRAY,MEDVET,,9/20/23,ADOPTION,WALK IN,HEALTHY,BLOCK OF RICHFIELF,SAN JOSE,9/20/23
4047,A1312358,SASHA,DOG,WHITE,BLACK,PIT BULL,FEMALE,8/15/22,1 YEAR 10 MONTHS,8/15/23,HEALTHY,STRAY,OTC,,8/22/23,RTO,,HEALTHY,MILMONT DR/ JURGENS DR,MILPITAS,8/22/23
4048,A1312358,SASHA,DOG,WHITE,BLACK,PIT BULL,FEMALE,8/15/22,1 YEAR 10 MONTHS,5/7/24,MED R,STRAY,OTC,,5/11/24,RTO,,MED R,CALIFORNIA CIR X FAIRVIEW WAY,MILPITAS,5/11/24
4049,A1312359,,CAT,TABBY-ORG,,DOMESTIC SH,MALE,7/15/23,7 WEEKS,8/15/23,MED SEV,STRAY,OTC,,8/16/23,EUTH,U MED SEV,MED SEV,SNOW DRIVE/GIUSTI DR,SAN JOSE,8/30/23
4050,A1312360,,CAT,TORTIE-B\O,,DOMESTIC SH,FEMALE,7/15/23,12 WEEKS,8/15/23,MED SEV,STRAY,OTC,,8/16/23,DIED,IN KENNEL,MED SEV,SNOW DRIVE/GIUSTI DR,SAN JOSE,10/5/23
4051,A1312362,TENLEY,CAT,TABBY-BRN,,DOMESTIC SH,SPAYED,9/1/20,3 YEARS,8/15/23,PREGNANT,STRAY,OTC,,1/3/24,ADOPTION,WALK IN,,ALBEMAR CT/ TENLEY DR,SAN JOSE,1/3/24
4052,A1312363,,OTHER,GRAY,,OPOSSUM,UNKNOWN,,NO AGE,8/15/23,MED M,WILDLIFE,FIELD,,8/16/23,TRANSFER,WILDLIFE,MED R,FUMIA X WAYNE,SAN JOSE,8/16/23
4053,A1312364,,DOG,WHITE,RED,CHIHUAHUA SH,NEUTERED,8/26/20,3 YEARS,8/15/23,MED R,STRAY,OTC,,8/26/23,ADOPTION,WALK IN,,MONTEREY ROAD / UMBARGER,SAN JOSE,8/26/23
4054,A1312365,,CAT,BLACK,,DOMESTIC SH,UNKNOWN,,NO AGE,8/16/23,MED SEV,STRAY,OTC,,8/20/23,EUTH,U MED SEV,MED SEV,3200 BLOCK POLTONHALL CT X TURNHOUSE LN,SAN JOSE,8/20/23
4055,A1312367,,CAT,TABBY-ORG,,DOMESTIC SH,MALE,8/16/23,10 MONTHS,8/16/23,NURSING,STRAY,OTC,,9/7/23,RESCUE,ANDREASD,NURSING,JUPITER CT AND S GADSDEN DR,MILPITAS,9/7/23
4056,A1312368,,CAT,TORTIE-B\O,,DOMESTIC SH,FEMALE,8/16/23,2 WEEKS,8/16/23,NURSING,STRAY,OTC,,9/1/23,EUTH,U MED SEV,MED SEV,JUPITER CT AND S GADSDEN DR,MILPITAS,9/1/23
4057,A1312369,,CAT,TORBI-DIL,,DOMESTIC SH,FEMALE,8/16/23,2 WEEKS,8/16/23,NURSING,STRAY,OTC,,8/27/23,DISPOSAL,,DEAD,JUPITER CT AND S GADSDEN DR,MILPITAS,8/27/23
4058,A1312370,,CAT,TABBY-BRN,,DOMESTIC SH,FEMALE,8/16/23,3 WEEKS,8/16/23,NURSING,STRAY,OTC,,9/4/23,DIED,IN KENNEL,MED SEV,JUPITER CT AND S GADSDEN DR,MILPITAS,9/4/23
4059,A1312372,TARAH,DOG,WHITE,,LABRADOR RETR,SPAYED,12/18/22,1 YEAR 6 MONTHS,8/16/23,HEALTHY,OWNER SUR,FIELD,,9/21/23,ADOPTION,WALK IN,HEALTHY,,SAN JOSE,9/21/23
4060,A1312373,JASMINE,DOG,BROWN,BLACK,LABRADOR RETR,FEMALE,4/28/19,4 YEARS,8/16/23,BEH U,OWNER SUR,FIELD,,8/19/23,DIED,U PARVO,MED SEV,,SAN JOSE,8/21/23
4061,A1312385,FRANKIE,CAT,ORANGE,WHITE,DOMESTIC SH,NEUTERED,7/16/23,11 MONTHS,8/16/23,MED R,STRAY,OTC,,9/22/23,ADOPTION,,HEALTHY,FLORENCE COURT / WHITE ROAD,SAN JOSE,9/22/23
4062,A1312386,PERSEPHONE,CAT,BLACK,WHITE,DOMESTIC SH,SPAYED,7/16/23,11 MONTHS,8/16/23,MED R,STRAY,OTC,,9/20/23,ADOPTION,WALK IN,MED R,FLORENCE COURT / WHITE ROAD,SAN JOSE,9/20/23
4063,A1312387,FRENCH TOAST,CAT,ORANGE,WHITE,DOMESTIC MH,NEUTERED,7/16/23,11 MONTHS,8/16/23,MED R,STRAY,OTC,,9/20/23,ADOPTION,WALK IN,HEALTHY,FLORENCE COURT / WHITE ROAD,SAN JOSE,9/20/23
4064,A1312390,JOSHUA,CAT,BLACK,,DOMESTIC SH,NEUTERED,8/16/21,2 YEARS,8/16/23,MED SEV,STRAY,MEDVET,,10/17/23,FOSTER,,MED SEV,S WINCHESTER BLVD/FIRESIDE DR,SAN JOSE,10/17/23
4065,A1312390,JOSHUA,CAT,BLACK,,DOMESTIC SH,NEUTERED,8/16/21,2 YEARS,11/14/23,MED R,FOSTER,,,1/13/24,ADOPTION,,MED R,,SAN JOSE,1/13/24
4066,A1312391,PARTNER,DOG,BLACK,WHITE,BORDER COLLIE,FEMALE,8/16/03,20 YEARS,8/16/23,DEAD,DISPO REQ,OTC OWNED,,8/16/23,DISPOSAL,,DEAD,,,8/16/23
4067,A1312392,,CAT,BLACK,,DOMESTIC SH,NEUTERED,7/9/23,11 MONTHS,8/16/23,MED R,STRAY,MEDVET,,8/17/23,FOSTER,,MED R,800 BLK WILLOW ST,SAN JOSE,8/17/23
4068,A1312392,,CAT,BLACK,,DOMESTIC SH,NEUTERED,7/9/23,11 MONTHS,8/21/23,HEALTHY,FOSTER,,,8/24/23,FOSTER,,MED R,800 BLK WILLOW ST,SAN JOSE,8/24/23
4069,A1312392,,CAT,BLACK,,DOMESTIC SH,NEUTERED,7/9/23,11 MONTHS,9/21/23,HEALTHY,FOSTER,,,10/2/23,ADOPTION,WALK IN,HEALTHY,,SAN JOSE,10/2/23
4070,A1312393,MITTENS,CAT,BLACK,WHITE,DOMESTIC SH,FEMALE,7/9/23,11 MONTHS,9/21/23,HEALTHY,FOSTER,,,9/24/23,RESCUE,SCRITCH KI,HEALTHY,,SAN JOSE,9/24/23
4071,A1312393,MITTENS,CAT,BLACK,WHITE,DOMESTIC SH,FEMALE,7/9/23,11 MONTHS,8/21/23,HEALTHY,FOSTER,,,8/24/23,FOSTER,,MED R,800 BLK WILLOW ST,SAN JOSE,8/24/23
4072,A1312393,MITTENS,CAT,BLACK,WHITE,DOMESTIC SH,FEMALE,7/9/23,11 MONTHS,8/16/23,MED R,STRAY,MEDVET,,8/17/23,FOSTER,,MED R,800 BLK WILLOW ST,SAN JOSE,8/21/23
4073,A1312394,,CAT,BLACK,,DOMESTIC SH,SPAYED,7/9/23,11 MONTHS,8/16/23,MED R,STRAY,MEDVET,,8/17/23,FOSTER,,MED R,800 BLK WILLOW ST,SAN JOSE,8/21/23
4074,A1312394,,CAT,BLACK,,DOMESTIC SH,SPAYED,7/9/23,11 MONTHS,8/21/23,HEALTHY,FOSTER,,,8/24/23,FOSTER,,MED R,800 BLK WILLOW ST,SAN JOSE,8/24/23
4075,A1312394,,CAT,BLACK,,DOMESTIC SH,SPAYED,7/9/23,11 MONTHS,9/21/23,HEALTHY,FOSTER,,,10/2/23,ADOPTION,WALK IN,HEALTHY,,SAN JOSE,10/2/23
